공통표준용어명,공통표준용어설명,공통표준용어영문약어명,공통표준도메인명,허용값,저장 형식,표현 형식,행정표준코드명,소관기관명,용어 이음동의어 목록,제정차수,개정구분명(폐기 또는 변경),개정항목,개정사유
자동이체계좌번호,"공공요금・급여・연금 따위의 지급을 위탁 받은 은행, 우체국 등이 소정일에 지급인 계좌에서 예금을 자동적으로 출금하여 수취인 계좌 대체에 사용하는 계좌번호",ATTR_ACTNO,계좌번호V20,,20자리 이내 문자,,,,,7차(2024-11),,,
자동이체시작일시,"공공요금ㆍ급여ㆍ연금 따위의 지급을 위탁 받은 은행, 우체국 등이 소정일에 지급인 계좌에서 예금을 자동으로 출금하여 수취인 계좌에 대체하는 일을 시작한 날짜와 시각",ATTR_BGNG_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,8차(2025-11),,,
자동이체시작일자,"공공요금ㆍ급여ㆍ연금 따위의 지급을 위탁 받은 은행, 우체국 등이 소정일에 지급인 계좌에서 예금을 자동으로 출금하여 수취인 계좌에 대체하는 일을 시작한 날짜",ATTR_BGNG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,8차(2025-11),,,
자동이체여부,"공공요금ㆍ급여ㆍ연금 따위의 지급을 위탁 받은 은행, 우체국 등이 소정일에 지급인 계좌에서 예금을 자동으로 출금하여 수취인 계좌에 대체하는지 여부",ATTR_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,6차(2023-11),,,
자동이체예금주명,자동이체를 신청한 지급 계좌의 주인 이름,ATTR_DPSTR_NM,명V100,,100자리 이내 문자,,,,,7차(2024-11),,,
자동입력여부,어떤 절차 없이 문자나 숫자를 컴퓨터가 기억하게 했는지 여부,AUTO_INPT_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,7차(2024-11),,,
자동조회여부,어떤 절차 없이 어떠한 사항이나 내용이 맞는지를 알아보는지 여부,AUTO_INQ_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,7차(2024-11),,,
자동차등록번호,국토교통부장관이 고시한 기준에 따라 자동차의 종류와 용도별로 구분하여 자동차마다 매긴 번호,VHRNO,자동차등록번호V16,,16자리 이내 문자,999가 9999,,국토교통부,차량번호,2차(2020-12),,,
자동차등록일자,원동기를 장치하여 그 동력으로 바퀴를 굴려서 철길이나 가설된 선에 의하지 아니하고 땅 위를 움직이도록 만든 차를 등록한 날짜,CAR_REG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,국토교통부,,7차(2024-11),,,
자동차명,원동기를 장치하여 그 동력으로 바퀴를 굴려서 철길이나 가설된 선에 의하지 아니하고 땅 위를 움직이도록 만든 차의 이름,CAR_NM,명V200,,200자리 이내 문자,,,,,8차(2025-11),,,
자동차세,자동차를 소유하고 있는 사람에게 부과하는 지방세,AMTX,금액N18,,999999999999999999,"999,999,999,999,999,999",,,,6차(2023-11),,,
자동처리여부,어떤 절차 없이 바로 정리하여 치르거나 마무리 지었는지 여부,AUTO_PRCS_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,6차(2023-11),,,
자료갱신일시,이미 있던 데이터를 고쳐 새롭게 한 날짜와 시각,DATA_UPDT_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터갱신일시,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료갱신일자,이미 있던 데이터를 고쳐 새롭게 한 날짜,DATA_UPDT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,"데이터갱신일자,자료업데이트일자, 데이터업데이트일자",5차(2022-07),,,
자료건수,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리한 데이터의 건수,DATA_NOCS,수N10,,9999999999,"9,999,999,999",,,데이터건수,6차(2023-11),변경,공통표준용어설명,유관 용어와의 통일성 및 적합성을 고려하여 설명 수정
자료공개여부,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 여러 사람에게 널리 터놓아 알리는지 여부,DATA_RLS_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터공개여부,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료관리번호,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 관리하기 위해 부여하는 식별 번호,DATA_MNG_NO,번호V50,,50자리 이내 문자,,,,데이터관리번호,8차(2025-11),,,
자료구분명,연구나 조사 따위의 바탕이 되는 재료 전체를 일정한 기준에 따라 몇 개로 가르는 것의 이름,DATA_SE_NM,명V100,,100자리 이내 문자,,,,데이터구분명,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료구축일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터의 기초를 닦아세운 날짜,DATA_ETBL_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터구축일자,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료기준일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터의 기본이 되는 날짜,DATA_CRTR_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터기준일자,5차(2022-07),,,
자료내용,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터의 내용,DATA_CN,내용V4000,,4000자리 이내 문자,,,,데이터내용,6차(2023-11),,,
자료등록일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 올린 날짜와 시각,DATA_REG_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터등록일시,5차(2022-07),,,
자료등록일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 올린 날짜,DATA_REG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터등록일자,5차(2022-07),,,
자료명,연구나 조사 따위의 바탕이 되는 재료의 이름,DATA_NM,명V200,,200자리 이내 문자,,,,"자료이름, 데이터명, 자료명칭, 데이터명칭",5차(2022-07),,,
자료발생일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터가 생겨난 날짜,DATA_OCRN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터발생일자,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료변경사유,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 다르게 바꾸어 새롭게 고친 이유,DATA_CHG_RSN,내용V4000,,4000자리 이내 문자,,,,데이터변경사유,8차(2025-11),,,
자료변경일시,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 다르게 바꾸어 새롭게 고치는 날짜와 시각,DATA_CHG_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터변경일시,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료변경일자,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 다르게 바꾸어 새롭게 고치는 날짜,DATA_CHG_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터변경일자,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료사용여부,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 일정한 목적이나 기능에 맞게 사용했는지 여부,DATA_USE_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터사용여부,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료삭제여부,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 지웠는지 여부,DATA_DEL_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터삭제여부,6차(2023-11),,,
자료삭제일자,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 지워버리는 날짜,DATA_DEL_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터삭제일자,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료생성일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터가 생겨난 한 날짜와 시각,DATA_CRT_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터생성일시,5차(2022-07),,,
자료생성일자,연구나 조사 등의 바탕이 되는 재료가 생겨 이루어지게 한 날짜,DATA_CRT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터생성일자,1차(2020-08),,,
자료수신여부,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 받았는지 여부,DATA_RCPTN_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터수신여부,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료수신일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 받는 날짜와 시각,DATA_RCPTN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터수신일시,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료수신일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 받은 날짜,DATA_RCPTN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터수신일자,5차(2022-07),,,
자료수정일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 바로잡아 고친 날짜와 시각,DATA_MDFCN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터수정일시,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료수정일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 바로잡아 고친 날짜,DATA_MDFCN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터수정일자,8차(2025-11),,,
자료순서,연구나 조사 따위의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 정해진 기준에 따라 배열한 차례,DATA_SEQ,순서N10,,9999999999,9999999999,,,데이터순서,8차(2025-11),,,
자료실내용,자료를 보관하는 방 속에 있는 것의 내용,RPSTR_CN,내용V4000,,4000자리 이내 문자,,,,,6차(2023-11),,,
자료실명,자료를 보관하는 방의 이름,RPSTR_NM,명V100,,100자리 이내 문자,,,,,7차(2024-11),,,
자료요청내용,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 요구하여 청하는 내용,DATA_DMND_CN,내용V4000,,4000자리 이내 문자,,,,데이터요청내용,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료요청일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 요구하여 청하는 날짜와 시각,DATA_DMND_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터요청일시,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료요청일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 요구하여 청하는 날짜,DATA_DMND_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터요청일자,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료유형명,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터의 성질이나 특징 따위가 공통적인 것끼리 묶은 틀에 속하는 것에 붙인 이름,DATA_TYPE_NM,명V300,,300자리 이내 문자,,,,데이터유형명,6차(2023-11),,,
자료일련번호,연구나 조사 따위의 바탕이 되는 재료에 일정한 방식으로 연속되게 매긴 번호,DATA_SN,일련번호N22,,9999999999999999999999,9999999999999999999999,,,"자료순번, 자료연번, 데이터일련번호, 데이터순번, 데이터연번",5차(2022-07),,,
자료입력시각,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 컴퓨터가 기억하게 하는 일을 한 어느 한 시점,DATA_INPT_TM,시분초C6,"HH : 00~23,  MI : 00~59,  SS : 00~59",HH24MISS,HH:MI:SS,,,데이터입력시각,8차(2025-11),,,
자료입력일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 컴퓨터가 기억하게 하는 일을 한 날짜와 시각,DATA_INPT_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터입력일시,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료입력일자,연구나 조사 등의 바탕이 되는 재료나 컴퓨터가 처리하는 데이터를 컴퓨터 등의 기기나 장치를 이용하여 문자나 숫자를 기억하게 한 날짜,DATA_INPT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터입력일자,5차(2022-07),변경,공통표준용어설명,유관 용어와의 통일성 및 적합성을 고려하여 설명 수정
자료작성일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 만든 날짜,DATA_WRT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터작성일자,5차(2022-07),,,
자료전송여부,"연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를, 통신회선을 이용해 보냈는지 여부",DATA_TRSM_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터전송여부,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료전송일시,"연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를, 통신회선을 이용해 보낸 날짜와 시각",DATA_TRSM_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터전송일시,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료전송일자,"연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를, 통신회선을 이용해 보낸 날짜",DATA_TRSM_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터전송일자,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료접수일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 구두나 문서로 받은 날짜와 시각,DATA_RCPT_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터접수일시,5차(2022-07),,,
자료접수일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 구두나 문서로 받은 날짜,DATA_RCPT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터접수일자,8차(2025-11),,,
자료제공여부,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 내주거나 갖다 바쳤는지 여부,DATA_PVSN_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터제공여부,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료제공일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 내주는 날짜와 시각,DATA_PVSN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터제공일시,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료제공일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 내주는 날짜,DATA_PVSN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터제공일자,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료제목,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 대표하거나 내용을 보이기 위하여 붙인 이름,DATA_TTL,명V256,,256자리 이내 문자,,,,데이터제목,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료제출일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터 등을 낸 날짜와 시각,DATA_SBMSN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터제출일시,7차(2024-11),변경,용어 이음동의어 목록,이음동의어 추가
자료제출일자,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터 등을 낸 날짜,DATA_SBMSN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,데이터제출일자,5차(2022-07),,,
자료존재여부,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터가 현실에 실제로 있는지 여부,DATA_EXST_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,데이터존재여부,6차(2023-11),변경,용어 이음동의어 목록,이음동의어 추가
자료처리일시,연구나 조사 등의 바탕이 되는 재료 또는 컴퓨터가 처리하는 데이터를 처리한 날짜와 시각,DATA_PRCS_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,데이터처리일시,5차(2022-07),,,
